,Symbol,priceEarningsRatio,returnOnEquity,priceEarningsToGrowthRatio,priceToSalesRatio,priceToBookRatio,debtEquityRatio,priceToFreeCashFlowsRatio,EPS,dividendPayoutRatio,Dividend Yield,Net Profit Margin,debtRatio,Dividends per Share Growth,10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Sector,2016 PRICE VAR [%],intercept
140,LFVN,7.2745,2.1429,7.2372336842105,0.2702,35.1218,5.917000000000002,4.275,0.51,-0.0,0.0,0.0374,0.4946,0.0,0.0,0.0,0.0,Consumer Defensive,-13.205545042117569,1
141,NAII,11.34,0.0763,11.433681690078002,0.4878,0.856,0.0,36.1235,0.5,-0.0,0.0,0.0421,0.0,0.0,0.0,0.0,0.0,Consumer Defensive,8.445298541244401,1
142,SANW,0.0,-0.061,,0.7976,16.807000000000002,0.8618,3.7549,-0.25,,0.0,-0.039,0.3654,0.0,,0.0,0.0,Consumer Defensive,10.311746294277818,1
143,YGYI,0.0,-0.0904,,0.7572,0.0,0.6511,0.0,0.0,,0.0,-0.0109,0.2005,0.0,,,0.0,Consumer Defensive,-5.172416911538981,1
144,UG,19.15,0.3159,15.990909844974999,6.2845,6.0253,0.0,17.1256,1.0,0.99620897131256,0.0522,0.3289,0.0,0.25,0.0784,0.0968,-0.0974,Consumer Defensive,-20.187956209220665,1
145,LWAY,92.5,0.0436,91.923985801217,1.5261,6.2671,0.1759,35.523,0.12,-0.0,0.0,0.0166,0.1226,0.0,0.0,0.0,-1.0,Consumer Defensive,4.6363657171076,1
146,ACU,12.0833,0.111,11.356656164514,0.5341,1.9663,0.6001,0.0,1.44,0.25009737093266,0.0207,0.0437,0.3183,0.0909,0.1367,0.1138,0.0094,Consumer Defensive,51.620085393314504,1
147,ALCO,24.75,0.0774,24.058017980928998,2.1952,2.004,1.2088,14.7274,1.64,0.14204631451491,0.0059,0.0863,0.4485,-0.3333,-0.133,0.117,-0.0501,Consumer Defensive,-27.30055169491916,1
148,ASPU,0.0,-1.6428,,5.1942,11.2725,0.7290000000000001,0.0,-0.48,,0.0,-0.8168,0.32,0.0,,,0.0,Consumer Defensive,108.7591125492282,1
149,CHSCO,,,,,,,,,,,0.022584003238679,,,,,,Consumer Defensive,5.01288358543159,1
151,CJJD,47.0,0.0498,49.253782340229996,0.5642,3.0584,0.9181,0.0,0.06,-0.0,0.0,0.0111,0.2653,0.0,,0.0,0.0,Consumer Defensive,-6.0773424626137285,1
152,CYAN,0.0,-0.0011,,1.383,2.1764,0.2487,0.0,0.0,,0.0,-0.0007,0.1728,0.0,0.0,0.0,0.0,Consumer Defensive,-15.851270481718426,1
153,DIT,8.0321,0.1037,7.464383689331,0.0384,0.9945,0.4015,0.0,9.96,0.07353365157127201,0.009000000000000001,0.005,0.205,0.0,,0.0,0.0,Consumer Defensive,44.44172590235495,1
154,DTEA,26.2963,-140.3043,0.0,2.264,0.0,-290.8913,44.6325,0.54,-0.0,0.0,0.0455,0.1693,0.0,,,,Consumer Defensive,-43.38843232498697,1
155,FTFT,6.1818,0.0166,6.1867730535297,0.2097,0.122,0.2821,0.1754,0.88,-0.0,0.0,0.0341,0.1857,0.0,,0.0,0.0,Consumer Defensive,23.13432351176325,1
156,IBA,11.1181,0.1377,7.305982292639401,0.6389,,0.1488,12.8917,4.4279,0.23541230311649,0.0014,0.0826,0.102,0.0,0.1243,0.1508,0.2428,Consumer Defensive,2.559940733435461,1
157,JVA,0.0,-0.0587,,0.2215,1.1184,0.2306,0.0,-0.23,,0.0,-0.012,0.1575,0.0,0.0,-1.0,-1.0,Consumer Defensive,31.355936312874146,1
158,LINC,0.0,-0.0414,,0.1552,0.6961,0.6876,3.6676,-0.14,,0.0,-0.0109,0.2681,-1.0,0.0,-1.0,-1.0,Consumer Defensive,-14.285716566504258,1
159,LND,3.4103,0.2465,0.7412915304958699,0.5339,,0.1456,3.2894,1.0263,-0.0,0.0,0.4866,0.1077,-1.0,,0.0,0.0,Consumer Defensive,21.607319554695874,1
160,MTEX,8.6468,0.1514,7.6922747045727,0.2804,1.3114,0.0737,20.988000000000003,2.18,-0.0,0.0,0.0324,0.0414,0.0,-1.0,0.0,0.0,Consumer Defensive,8.475017925721215,1
161,NATR,12.8101,0.1078,12.269746469667,0.5793,1.3912,0.0198,0.0,0.79,0.50997480765303,0.0395,0.0452,0.0134,-0.7895,0.0,0.0,0.3867,Consumer Defensive,56.69417374668848,1
162,NGVC,31.5139,0.1403,31.492470957788,0.8169,4.6456,0.239,119.6212,0.72,-0.0,0.0,0.0259,0.118,0.0,,0.0,0.0,Consumer Defensive,-41.138617672238134,1
163,NHTC,8.7318,0.8316,7.8586866577761,1.5495,7.3803,0.0,5.1167,3.84,0.036176202874622,0.0042,0.1784,0.0,3.6667,0.0,0.0,0.0,Consumer Defensive,-14.147390341091187,1
164,OBCI,42.8,0.0223,40.160519658819,0.5656,0.9805,0.0378,0.0,0.05,-0.0,0.0,0.0136,0.0327,-1.0,0.0,0.0,0.0,Consumer Defensive,82.71043798655833,1
165,PME,6.0870000000000015,0.122,5.6988126257532,1.8233,0.7355,0.3803,16.195999999999998,0.23,0.12922479843395002,0.0214,0.3024,0.2468,2.0,,,0.0,Consumer Defensive,32.574418071646484,1
166,REED,0.0,-5.0459,,1.5395,0.0,14.5732,0.0,-0.3,,0.0,-0.0862,0.5763,0.0,0.0,0.0,0.0,Consumer Defensive,-23.5074663711937,1
167,RELV,0.0,-0.0771,,0.1447,0.5672,0.2481,0.0,-0.67,,0.0,-0.0237,0.1624,0.0,-1.0,-1.0,-1.0,Consumer Defensive,25.06738056000475,1
168,RMCF,23.8438,0.2258,17.534430497463,2.2399,9.2432,0.329,17.8776,0.64,0.61738112085208,0.0295,0.1121,0.1821,-0.1852,0.2126,0.0192,0.0323,Consumer Defensive,1.4576860065636532,1
169,SENEB,,,,,,,,0.91,,,0.0077760497667185,,,,,,Consumer Defensive,31.25,1
170,SUMR,0.0,-0.0088,,0.2844,8.1507,2.109,0.0,-0.01,,0.0,-0.0012,0.4796,0.0,,0.0,0.0,Consumer Defensive,-8.675801472882446,1
171,THST,,,,,,,,-0.35,,,-0.037037037037037,,,,,,Consumer Defensive,43.54838368547821,1
172,WILC,31.1892,0.0171,7.481263637760099,0.1731,,0.0,4.6261,0.1337,-0.0,0.0,0.0219,0.0,0.0,,0.0,0.0,Consumer Defensive,50.04483774465153,1
173,WVVI,19.1351,0.07,18.348245775652,1.9565,1.294,0.2066,0.0,0.37,-0.0,0.0,0.106,0.1453,0.0,0.0,0.0,0.0,Consumer Defensive,14.921097130500614,1
174,WVVIP,,,,,,,,,,,0.11111111111111,,,,,,Consumer Defensive,23.95619537750236,1
175,CX,295.9655,0.0084,180.24674950462003,0.9871,,1.8692,21.2523,0.0174,-0.0,0.0,0.0055,0.4946,-1.0,-1.0,-1.0,-1.0,Basic Materials,59.678768995556716,1
176,VALE,0.0,-0.3611,,0.7251,,0.9982,0.0,-2.33,,0.0839,-0.5187,0.3789,-0.6255,-0.0032,-0.0029,-0.2596,Basic Materials,142.58707756600054,1
178,GSM,0.0,-0.0375,,0.6023,,0.4418,13.011,-0.43,,0.0298,-0.0329,0.213,0.0667,,,,Basic Materials,0.6219500294330548,1
179,FCX,0.0,-1.5478,,0.5357,1.0188,2.5963,31.9875,-11.31,,0.0684,-0.8295,0.4364,-0.6296,-0.0945,-0.1339,-0.2696,Basic Materials,101.37404076707537,1
180,NUE,161.2,0.0108,146.02612528625,0.7835,2.7429,0.5869,7.0616,0.25,5.939150686289098,0.0371,0.0049,0.3063,0.0074,0.0491,0.0071,0.0072,Basic Materials,55.068338866468885,1
182,AUY,0.0,-0.4368,,0.8143,,0.3932,9.809,-2.26,,0.0323,-1.2291,0.2,-0.5349,0.0,-0.0673,-0.37,Basic Materials,47.19705242567096,1
184,GFI,0.0,-0.0931,,0.8751,,0.6853,2.887,-0.32,,0.0065,-0.1008,0.3097,-0.5385,-0.1693,-0.3603,-0.6683,Basic Materials,4.835251176864474,1
185,KGC,0.0,-0.2557,,0.6825,,0.5094,5.7569,-0.86,,0.0,-0.3258,0.2561,0.0,0.0,-1.0,-1.0,Basic Materials,64.55026024523433,1
186,HMY,,,,,,,,-0.86,,,-0.27744807121662,,,,,,Basic Materials,110.69901708749096,1
187,NGD,0.0,-0.0959,,1.6424,,0.3751,0.0,-0.4,,0.0,-0.2825,0.2143,0.0,0.0,0.0,0.0,Basic Materials,48.93617625687686,1
188,GGB,0.0,-0.1436,,0.0474,,0.8351,0.3169,-0.6814,,0.0139,-0.1044,0.3775,-0.5804,-0.2736,-0.3999,-0.34,Basic Materials,174.2975404364267,1
189,TS,,,,,,,,-0.14,,,,,,,,,Basic Materials,55.561945783525935,1
190,AA,0.0,-0.0914,,0.3873,0.4594,0.0238,8.9612,-4.73,,0.0,-0.0771,0.0137,0.0,,,,Basic Materials,22.046441459227747,1
192,EGO,0.0,-0.4107,,4.4423,,0.1571,0.0,-10.75,,0.0053,-3.2164,0.1079,-0.1429,0.0,-0.2078,-0.5297,Basic Materials,4.5454579409093085,1
193,OLN,0.0,-0.0006,,0.9984,0.0,1.5912,15.878,-0.01,,0.0463,-0.0005,0.4143,0.0,0.0,0.0,0.0,Basic Materials,52.037333966168575,1
194,JCI,14.6597,0.1512,13.322720571924,1.3401,11.4869,0.6396,45.6501,2.39,0.42034548944338,0.0297,0.0914,0.2231,0.1818,0.1206,0.1487,0.1304,Basic Materials,44.742441761556975,1
195,AU,0.0,-0.0288,,0.6872,,1.1263,2.4922,-0.2,,0.0,-0.0168,0.3758,0.0,,-1.0,-1.0,Basic Materials,40.88472192616197,1
196,CMC,23.0882,0.084,14.783442904814999,0.3346,1.3804,0.965,8.6921,0.68,0.4982912851125499,0.0306,0.0167,0.3528,0.0,0.189,0.0,0.0,Basic Materials,65.11021458553115,1
197,MAS,27.4757,-2.6296,25.722297992536998,1.3333,0.0,-25.237,14.2122,1.03,0.35492957746479,0.1267,0.0497,0.6015,9.8636,0.1648,0.6424,1.2862,Basic Materials,15.181539766145802,1
199,TRQ,15.875,0.0368,16.314102450344,3.1266,,0.0016,10.933,0.16,-0.0,0.0,0.1917,0.0016,0.0,0.0,0.0,0.0,Basic Materials,29.71887577118595,1
200,WPM,0.0,-0.039,,7.7333,,0.3532,11.3949,-0.41,,0.0201,-0.2498,0.2603,-0.0385,0.0,0.0,-0.1061,Basic Materials,56.42559442922785,1
201,BTG,0.0,-0.115,,0.0,,0.3698,0.0,-0.16,,0.0,0.0,0.2382,0.0,,,0.0,Basic Materials,130.09710398980786,1
202,CENX,0.0,-0.0588,,0.1971,0.3809,0.2529,0.0,-0.68,,0.0,-0.0304,0.1456,0.0,0.0,0.0,0.0,Basic Materials,88.96247291738749,1
203,HL,0.0,-0.065,,1.6111,0.5338,0.3887,0.0,-0.23,,0.0048,-0.1961,0.2343,-0.1,0.0,0.0,-0.4687,Basic Materials,178.14165049897665,1
204,STLD,0.0,-0.0486,,0.5697,2.1637,0.9683,4.6052,-0.54,,0.0309,-0.0172,0.4184,0.2,0.1863,0.1297,0.1133,Basic Materials,104.72308896975277,1
205,AWI,27.0592,0.1225,26.755536624204,3.1442,7.9345,1.2855,76.9095,1.69,0.012738853503185,0.0,0.117,0.3678,0.0,0.0,-1.0,-1.0,Basic Materials,-7.234799897218585,1
207,CE,33.3317,0.1278,31.141458160312,1.7409,6.3891,1.2536,29.6957,2.02,0.57236842105263,0.0171,0.0536,0.3472,0.2366,0.3055,0.4491,0.621,Basic Materials,21.585843687590298,1
208,HUN,29.9211,0.0645,27.311083870967998,0.3429,2.1906,3.3259,25.3269,0.38,-0.0,0.044,0.0114,0.4884,0.0,0.0,0.0456,0.0772,Basic Materials,77.4771447234251,1
209,CSTM,0.0,1.0018,,0.1569,,-4.2722,44.9282,-5.722,,0.0,-0.1071,0.6488,0.0,,,0.0,Basic Materials,-27.78457723045977,1
210,IAG,0.0,-0.3975,,0.5837,,0.3682,0.0,-1.93,,0.0,-0.8217,0.2147,0.0,-1.0,-1.0,-1.0,Basic Materials,148.38709826275914,1
211,WY,33.6854,0.1039,26.433296818972,2.9179,3.1732,1.0889,27.8432,0.89,1.2233201581028,0.04,0.0965,0.4168,0.1765,-0.0449,-0.462,0.2462,Basic Materials,5.104914901653963,1
213,SLCA,85.1364,0.0309,81.56624819683198,1.5551,3.3836,1.2799,125.3146,0.22,2.2579204583755,0.0234,0.0185,0.4435,-0.1412,,0.0,-0.0432,Basic Materials,189.9542251499168,1
214,CF,13.7407,0.1735,12.103798385713999,2.2079,5.7853,1.3722,0.0,2.97,0.40285714285714,0.0294,0.1625,0.4366,0.2,0.7689,0.7188,0.5536,Basic Materials,-17.712603599692137,1
215,LYB,9.0333,0.6834,7.911817875766901,1.1931,7.2677,1.2256,8.8725,9.62,0.31501340482574,0.035,0.1367,0.3528,0.1259,,0.0,0.2799,Basic Materials,2.5739601613760983,1
216,VMC,57.2108,0.0497,55.495202765206,3.6998,21.4031,0.4446,53.0452,1.66,0.24059463687454,0.0042,0.0646,0.2386,0.8182,-0.101,-0.1674,1.1544,Basic Materials,36.37780856579023,1
218,LPX,0.0,-0.0866,,1.3595,2.5514,0.7413,0.0,-0.62,,0.0,-0.0466,0.3464,0.0,-1.0,0.0,0.0,Basic Materials,5.872487787658041,1
219,NEM,41.8372,0.0194,40.758883364945,1.5643,0.8387,0.5166,11.4135,0.43,0.23636363636364,0.0056,0.0362,0.2333,-0.5556,-0.1294,-0.2752,-0.5851,Basic Materials,85.45790751447655,1
220,GCP,29.6491,0.0852,35.162094763092,1.0926,3.5587,0.1445,9.7901,0.57,-0.0,0.0,0.0367,0.0816,0.0,,,0.0,Basic Materials,58.28402724145354,1
221,MEOH,14.9367,0.1167,13.732529276710999,1.3721,,0.9079,0.0,2.21,0.4846099782172,0.0326,0.0901,0.3427,0.1316,0.1012,0.1164,0.1403,Basic Materials,37.51982694212155,1
222,RIO,0.0,-0.0232,,1.1917,,0.6325,5.3738,-0.475,,0.0779,-0.0249,0.258,-0.2817,0.105,0.2084,0.1117,Basic Materials,42.72531065313867,1
223,EMN,11.8231,0.2152,10.877229801719,1.0399,0.0,1.7782,10.3215,5.71,0.28066037735849003,0.0246,0.0879,0.4498,0.1448,0.0655,0.1315,0.1541,Basic Materials,15.93357303764495,1
224,MLM,31.6891,0.0712,30.622199119088997,2.5521,6.0481,0.3892,34.7582,4.31,0.37210864566886,0.0117,0.0816,0.2269,0.0,0.0641,0.0,0.0,Basic Materials,64.59907313381852,1
225,FOE,15.027,0.2026,15.043746645866001,0.8966,15.0304,1.4964,118.8298,0.74,-0.0,0.0,0.0596,0.3865,-1.0,-1.0,0.0,0.0,Basic Materials,33.302324871684235,1
226,MOS,9.8889,0.105,9.209013544582199,1.0934,1.2254,0.4025,9.5289,2.79,0.38454618152739,0.039,0.1125,0.2206,0.075,0.0,-0.0645,0.5753,Basic Materials,7.479214816684871,1
227,MT,0.0,-0.3144,,0.1105,,0.7829,0.0,-10.29,,0.0474,-0.125,0.2575,0.0,-0.0397,-0.2323,-0.3563,Basic Materials,80.69307254775447,1
228,CCJ,106.5687,0.0118,69.826588995268,1.7718,,0.269,53.2497,0.1157,2.4249149894308,0.0181,0.0237,0.1697,-0.2793,0.0998,-0.0453,-0.1797,Basic Materials,-9.690826040463085,1
229,AXTA,68.3333,0.0853,68.021506550218,1.5422,0.0,3.2053,22.9325,0.39,-0.0,0.0,0.0223,0.5903,0.0,,,,Basic Materials,5.263160225698984,1
230,AEM,238.9091,0.0059,222.09093282599997,2.8464,,0.2758,33.946,0.11,2.4208599438636003,0.0122,0.0124,0.1709,0.3333,,,-0.2635,Basic Materials,57.482602922510864,1
231,PVG,0.0,-0.0008,,0.0,,0.4427,0.0,0.0,,0.0,0.0,0.2896,0.0,,0.0,0.0,Basic Materials,61.5686259843532,1
232,ASH,10.843,0.1017,10.244669051684001,0.9734,0.0,1.2279,29.2013,4.54,0.31715210355987,0.0148,0.0904,0.3709,0.0735,0.0287,0.2654,0.222,Basic Materials,10.957075004646493,1
233,ARLP,6.3934,0.3103,2.2506575182075,0.4402,1.1769,0.9297,1.979,2.11,1.1325972083423002,0.1974,0.1347,0.3885,0.0773,0.1296,0.1068,0.0857,Basic Materials,81.8524581615883,1
234,BHP,113.3983,0.0295,55.373590283002,2.9292,,0.501,18.1519,0.359,3.4020942408377004,0.0609,0.0428,0.2605,0.0508,0.1835,0.0836,0.0407,Basic Materials,43.408247329037245,1
235,AGI,0.0,-0.2952,,1.18,,0.1858,0.0,-2.62,,0.0122,-1.4331,0.1301,-0.8,,0.0,-0.4152,Basic Materials,99.43218188444584,1
236,CBT,0.0,-0.2707,,0.6916,2.1278,0.8047,5.5891,-5.27,,0.0279,-0.1163,0.3229,0.0476,0.0324,0.041,0.0501,Basic Materials,28.38685715529577,1
237,FBR,,,,,,,,0.62,,,0.033925205832755004,,,,,,Basic Materials,-4.550207681539492,1
238,AG,0.0,-0.199,,1.7523,,0.116,0.0,-0.84,,0.0,-0.4941,0.08,0.0,,0.0,0.0,Basic Materials,123.09941357396414,1
239,KS,,,,,,,,1.11,,,0.038006453926138,,,,,,Basic Materials,3.1265091342080438,1
240,NG,0.0,-0.097,,0.0,3.6105,0.2437,0.0,-0.1,,0.0,0.0,0.1851,0.0,0.0,0.0,-1.0,Basic Materials,5.800464114131144,1
241,HCLP,,,,,,,,0.73,,,0.0816,,,,,,Basic Materials,240.20612198142223,1
242,BCC,19.1955,0.0976,18.45365458204,0.2728,1.9723,0.6445,0.0,1.33,-0.0,0.0,0.0144,0.276,0.0,,0.0,0.0,Basic Materials,-10.429937681868083,1
243,UEC,0.0,-0.7539,,40.2563,4.0883,0.6376,0.0,-0.25,,0.0,-7.585,0.3412,0.0,,0.0,0.0,Basic Materials,0.9009000301245093,1
244,SQM,22.036,0.0942,10.669467511975,1.5296,,0.7232,6.5434,0.84,0.57789667628746,0.0224,0.1275,0.3644,-0.6085,-0.1475,-0.0161,-0.259,Basic Materials,61.85761048662427,1
245,SXT,26.9614,0.1264,25.35512329447,2.0646,6.4686,0.7504,59.9523,2.33,0.45053144168188,0.0166,0.0776,0.3722,0.0612,0.0565,0.0565,0.0613,Basic Materials,31.615557499269304,1
246,FMC,9.2726,0.2621,7.610362531591999,1.8205,17.9527,1.1878,0.0,3.66,0.17668711656442002,0.0194,0.1963,0.3503,0.1,0.0,0.2143,0.1768,Basic Materials,51.39088344470649,1
247,SCCO,28.086,0.1399,25.773575719718,4.0655,3.9995,1.1308,0.0,0.93,0.36827810972298,0.013,0.1459,0.4726,-0.2609,-0.1066,-0.3055,-0.5779,Basic Materials,25.31391257748301,1
248,BMCH,0.0,-0.0077,,0.2782,4.3047,0.6787,0.0,-0.12,,0.0,-0.0031,0.3113,0.0,,0.0,0.0,Basic Materials,22.487436598929033,1
249,GRA,49.795,0.6939,47.768105409153996,4.3206,0.0,10.4408,0.0,2.0,-0.0,0.0,0.0886,0.5951,0.0,0.0,0.0,0.0,Basic Materials,-29.962282778963807,1
250,SUM,28.8026,,,1.5678,42.2997,,69.9019,,,0.0,,,,,,,Basic Materials,19.788522270662238,1
251,MUX,0.0,-0.0489,,3.9905,0.7605,0.0081,21.4631,-0.07,,0.0047,-0.2803,0.0071,0.0,0.0,0.0,-0.7076,Basic Materials,165.91619029192663,1
252,TROX,0.0,-0.3297,,0.2995,0.5999,3.0822,8.6897,-2.84,,0.2558,-0.2179,0.6119,0.0,,,0.2599,Basic Materials,166.27107318332244,1
253,OEC,16.1167,0.8629,15.582658604279,0.6759,,0.0956,4.6149,0.7818,0.93296636656119,0.0648,0.0386,0.0063,-0.1874,,,0.0,Basic Materials,58.880349739782936,1
254,SBGL,51.0744,0.0482,7.3309244904266,0.2506,,0.2557,24.1634,0.1169,0.9183986608999,0.0024,0.0316,0.1346,-0.6113,,,0.0,Basic Materials,18.62821656223931,1
255,ALB,18.608,0.1029,17.769546475728,2.2235,4.4574,1.1729,46.7652,3.01,0.35622532889826,0.0207,0.1185,0.3977,0.0545,0.1411,0.1568,0.1319,Basic Materials,57.47655174352651,1
256,OC,16.6773,0.0883,15.961716606061001,1.0249,3.4772,0.5004,16.164,2.82,0.23636363636364,0.0145,0.0617,0.2554,0.0625,0.0,0.0,0.0,Basic Materials,11.83645224430594,1
257,EXP,22.1645,0.1849,21.710702475173,3.9397,5.1915,0.5074,33.8229,3.77,0.10742134191049,0.0048,0.1752,0.2727,0.0,0.0,0.0,0.1006,Basic Materials,61.38738644054704,1
258,MDU,0.0,-0.2597,,0.8912,2.0396,0.7495,19.887,-3.2,,0.0402,-0.1551,0.2736,0.0279,0.0409,0.03,0.0293,Basic Materials,63.34121278396897,1
259,SND,3030.0,1.3382,0.0,42.6589,583.1108,17.7959,80.393,0.23,-0.0,0.0,0.1046,0.5006,0.0,,,,Basic Materials,-72.6897695482152,1
260,SAND,0.0,-0.1069,,5.8669,,0.2074,0.0,-0.36,,0.0,-0.8176,0.1681,0.0,,,0.0,Basic Materials,50.57915925137299,1
261,ECL,33.8402,0.145,32.57377140006,2.4937,0.0,0.9357,28.2613,3.38,0.39986029338389,0.0117,0.07400000000000001,0.3468,0.1602,0.1395,0.1593,0.1731,Basic Materials,5.8205837066443005,1
262,RYN,60.0,0.0358,53.098206740847,4.83,2.1329,0.6448,133.6636,0.37,2.7062926459439,0.045,0.0812,0.3586,-0.9303,-0.013,-0.0596,-0.1588,Basic Materials,24.646388996287264,1
263,PPG,19.0772,0.2822,17.879149305576,1.8685,0.0,0.8643,18.1633,5.18,0.2724039829303,0.0143,0.0987,0.2522,0.0802,0.0429,0.0536,0.0654,Basic Materials,-1.7428603302653698,1
264,TMST,0.0,-0.066,,0.3348,0.5685,0.2935,12.6393,-1.01,,0.0501,-0.0407,0.1752,0.5,,,0.0,Basic Materials,89.70588029049671,1
265,FNV,285.9375,0.0078,277.69639431487,16.1383,,0.1446,0.0,0.16,3.8252032520325,0.0181,0.0555,0.1245,0.0603,,0.0,0.1527,Basic Materials,29.292445579047907,1
266,FUL,23.1453,0.0993,22.127171947393,0.966,6.5293,0.8281,13.1726,1.72,0.29629672358099,0.0128,0.0416,0.354,0.1087,0.0778,0.129,0.1562,Basic Materials,37.62202884035825,1
267,BVN,0.0,-0.1003,,1.2657,,0.2022,0.0,-1.25,,0.0,-0.3413,0.1405,-1.0,-1.0,-1.0,-1.0,Basic Materials,155.81853965173735,1
268,EXK,0.0,-2.9472,,0.7889,,0.4556,0.0,-1.47,,0.0,-0.8169,0.2029,0.0,0.0,0.0,0.0,Basic Materials,144.44443340654772,1
270,UNVR,121.5,0.0202,123.29672727273001,0.2613,0.0,3.858,9.2263,0.14,-0.0,0.0,0.0018,0.5614,0.0,,,0.0,Basic Materials,73.09336116968538,1
271,FSM,0.0,-0.0402,,1.8691,,0.1566,17.8584,-0.08,,0.0,-0.0686,0.109,0.0,,0.0,0.0,Basic Materials,142.48928241940226,1
272,PAAS,0.0,-0.1747,,1.4609,,0.0461,0.0,-1.49,,0.0423,-0.3359,0.0349,-0.45,0.0,0.2967,0.1604,Basic Materials,123.73431381095423,1
273,UUUU,0.0,-0.6096,,0.9462,0.4599,0.2403,0.0,-2.46,,0.0,-1.3447,0.1691,0.0,,,0.0,Basic Materials,-43.05555831502974,1
274,GMS,57.6579,-0.039,,0.5115,0.0,1.8593,17.941,-0.36,,0.0,-0.0074,0.4798,,,,,Basic Materials,33.637612462621284,1
275,SHW,22.7122,1.2142,22.126687730583,2.1314,0.0,2.2467,19.9229,11.43,0.23689067409088,0.0103,0.0929,0.3374,0.2182,0.1257,0.1323,0.1977,Basic Materials,6.782838577455967,1
276,SSRM,0.0,-0.278,,1.1145,,0.4749,9.4765,-1.54,,0.0,-0.3312,0.2436,0.0,,,0.0,Basic Materials,72.20077938023502,1
277,UFS,16.4955,0.0535,14.408283591549,0.4412,1.5396,0.4717,11.6947,2.24,0.7042253521126801,0.0433,0.027000000000000003,0.2213,0.1429,0.0,0.3367,0.2347,Basic Materials,14.337840660974365,1
278,HBM,0.0,-0.1854,,1.0072,,0.7345,0.0,-1.41,,0.0039,-0.3741,0.293,-0.1667,,-0.3157,-0.5811,Basic Materials,46.33162722062982,1
279,VEDL,0.0,-0.2287,,0.0501,,1.3789,0.2906,-2.7666,,0.0004,-0.175,0.3579,0.4324,,,0.0409,Basic Materials,130.1464564708837,1
280,MAG,0.0,-0.1092,,0.0,,0.0,0.0,-0.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Basic Materials,55.57121996598517,1
281,CRH,29.7912,0.056,26.913029575151,1.0024,,0.7085,11.2814,0.9674,0.5198902606310001,0.0262,0.0341,0.2881,-0.1402,0.0582,-0.0739,-0.1131,Basic Materials,24.30511924532765,1
282,IPI,0.0,-1.2303,,0.7824,0.5236,0.3505,0.0,-6.94,,0.0,-1.8273,0.2336,0.0,,0.0,-1.0,Basic Materials,-32.24755801512413,1
283,BLDR,0.0,-0.153,,0.3397,0.0,13.3952,8.3154,-0.22,,0.0,-0.0064,0.6934,0.0,0.0,0.0,0.0,Basic Materials,-1.0820548594048454,1
284,GPRE,120.5263,0.0089,112.23050869196,0.2926,1.1463,0.8317,0.0,0.19,2.8022366930917,0.0175,0.0024,0.34600000000000003,0.6667,0.0,0.0,0.0,Basic Materials,29.56923597312501,1
285,RPM,27.6796,0.1854,24.728797082477,1.4527,0.0,1.2824,26.5608,1.81,0.5686350653905899,0.0204,0.0521,0.3528,0.0794,0.0563,0.0459,0.0606,Basic Materials,27.70860936410277,1
286,CMP,16.0149,0.2489,13.639565770101,2.3088,5.1116,1.1301,0.0,4.7,0.56155778894472,0.0351,0.1449,0.4449,0.1,0.0915,0.111,0.1006,Basic Materials,6.9324264900732375,1
287,IFF,23.052,0.2636,21.504953524772,3.1758,27.9071,0.6714,25.9721,5.19,0.37894129236464,0.0172,0.1387,0.2884,0.1977,0.1093,0.1465,0.1658,Basic Materials,1.7691426142554458,1
289,AVD,60.913,0.0246,60.307267045972004,1.4117,2.8912,0.2548,5.6051,0.23,0.17311485358823,0.0014,0.0228,0.1571,-0.8824,-0.1528,-0.0779,-0.5504,Basic Materials,61.22866065170422,1
290,SMG,23.2137,0.2575,21.222524154955998,1.5715,0.0,1.865,19.5391,2.62,0.6964956195244101,0.0299,0.0674,0.4581,-0.5172,0.3071,0.2325,0.1395,Basic Materials,54.307065712685535,1
291,HSC,98.5,0.0228,101.37257307691999,0.3663,0.0,3.3175,0.0,0.08,10.622171945701,0.1041,0.0036,0.4371,0.0,0.0317,0.0,0.0,Basic Materials,78.94112220457707,1
292,WLK,11.1311,0.1978,10.605033572831,1.5902,2.3203,0.2321,12.178,4.88,0.14241486068110998,0.0128,0.1447,0.1361,0.1763,0.3009,0.4205,-0.3019,Basic Materials,6.11236384265185,1
293,USCR,0.0,-0.0404,,0.7917,0.0,2.0566,9.1996,-0.38,,0.0,-0.0056,0.4043,0.0,,,0.0,Basic Materials,33.7280535160442,1
294,WLKP,15.0884,0.4125,11.952790429389,0.5959,6.6138,3.9768,2.7114,1.47,0.78014611734579,0.0518,0.0395,0.2976,5.7529,,,0.0,Basic Materials,9.973916621445142,1
295,APD,19.8354,0.1763,19.612488035058,3.2428,4.5278,0.8109999999999999,28.6712,5.95,0.5301666797089,0.0271,0.1633,0.3392,0.0596,0.0986,0.1076,0.0858,Basic Materials,24.220298510661483,1
296,SXC,0.0,-0.0759,,0.1629,7.7772,3.4453,3.4541,-0.34,,0.1248,-0.0161,0.4428,6.339,,0.0,0.0,Basic Materials,199.2084317137692,1
